task#,layer,top1,top1_logit,top2,top2_logit,top3,top3_logit,top4,top4_logit,top5,top5_logit
9,2, Hentai,18.125, Buccane,18.125,代言人,17.125, clientele,16.625, Sesso,16.625
9,3, Buccane,16.125,代言人,16.000, commissioner,15.938,本场比赛,15.312,.then,15.188
9,4,妊,15.375,antwort,14.875, lesbische,14.688,htar,14.625,ijken,14.500
9,5,htar,13.125,加分,12.000,omers,12.000,uggestions,11.750,plement,11.625
9,6,/w,12.062,otope,11.688, likely,10.875,htar,10.500,nt,10.125
9,7,otope,11.750,/w,11.188, somewhere,11.000, NOT,10.688, meant,10.625
9,8,与否,11.938, meant,11.688,otope,11.312,/w,10.875, undoubtedly,10.812
9,9,/w,12.938,abella,11.875,/is,11.750,与否,11.500,otope,11.312
9,10,abella,12.375,/w,12.312,/is,11.625,eração,11.188,:,10.812
9,11,/w,12.250,abella,12.125,/is,11.062,:,10.750,/un,10.438
9,12,/w,13.812,/is,12.312,abella,11.312,:,10.812,いません,10.188
9,13,/w,12.688,/is,12.562,ellas,11.188, neither,11.000,abella,10.688
9,14,/w,12.562,/is,12.000, none,11.625,abella,11.312,irim,10.250
9,15,/w,11.750,/is,11.188,VERTISEMENT,10.688,以下几个,10.438,的答案,10.375
9,16,/is,11.688,VERTISEMENT,11.562,ccione,11.000,以下几个,10.938,もちろ,10.812
9,17,VERTISEMENT,12.125,ccione,11.938,/w,11.875,/is,11.625, unequiv,11.062
9,18,的答案,11.938,:\n\n,10.562, Answer,10.438,哪一个,10.250,:,10.188
9,19,的答案,15.312,哪一个,13.188,ccione,13.000,无疑是,12.688,当之无愧,11.812
9,20,:none,12.812,ccione,12.688,哪一个,12.500, NONE,12.500, whichever,12.000
9,21, whichever,13.188, NONE,12.812, $__,11.750,:none,11.562,バン,11.500
9,22, [[',12.688, whichever,12.688, NONE,12.562,バン,12.188, Option,11.562
9,23, None,13.438,:`~,12.188, [[',11.938,[input,11.812, StObject,11.812
9,24, None,15.125, [[',12.250, NotImplemented,11.375, UICollectionViewCell,11.312, Option,11.125
9,25, None,12.500, neither,11.438, Option,10.812, whichever,10.750,新人玩家,10.688
9,26, neither,14.500, None,14.438, none,12.938, NONE,12.062, whichever,11.938
9,27, neither,13.250, None,12.312, NONE,11.875, none,11.688,abella,10.688
9,28, neither,15.312, None,14.938, none,13.562, NONE,13.188,ABCDEFGHIJKLMNOPQRSTUVWXYZ,12.062
9,29, None,16.625, A,15.688, B,15.000, none,14.375, NONE,13.062
9,30, B,18.375, C,16.625, A,15.562, None,13.875,:B,13.688
9,31, B,20.125, C,16.500, A,15.688,:B,13.938, ABC,12.875
9,32, B,21.125, A,15.500, C,15.312,:B,13.250,_B,12.188
9,33, B,21.500, A,17.125, C,15.250, D,12.125,:B,11.500
9,34, B,23.875, A,19.250, C,17.875, D,15.375,B,12.938
9,35, B,18.000, A,15.875, C,15.250, D,13.125,B,9.688
9,36, B,45.750, A,44.250, C,43.750, D,41.750, a,36.000
10,0, Дмитр,21.875, Почем,19.875, volume,16.750, Алексан,16.375, volum,16.250
10,1,otope,17.500, Bannon,15.875, Escorts,15.688,htar,15.125, Sesso,15.125
10,2, Hentai,18.500, Buccane,18.125,代言人,17.375, Sesso,17.000, lesbische,16.875
10,3, Buccane,16.000,代言人,16.000, commissioner,15.938,本场比赛,15.562, lesbische,15.438
10,4,妊,15.375, lesbische,15.062,htar,15.062,antwort,14.875,本场比赛,14.625
10,5,htar,13.312,omers,12.438,uggestions,12.000,erc,11.812,plement,11.812
10,6,/w,12.375,otope,12.000, likely,10.938,htar,10.562,omers,10.312
10,7,otope,12.000,/w,11.438, somewhere,10.750,erc,10.688, NOT,10.562
10,8,与否,12.000,otope,11.625,/w,11.375, meant,11.312, undoubtedly,10.625
10,9,/w,13.375,abella,12.312,/is,12.188,otope,11.688,与否,11.625
10,10,abella,13.062,/w,12.312,/is,11.812,eração,11.500,:,11.000
10,11,abella,12.812,/w,12.688,/is,11.250,:,11.188,eração,11.000
10,12,/w,13.688,/is,12.062,abella,11.812,:,11.500,-built,10.500
10,13,/w,13.250,/is,12.875,ellas,12.125,abella,11.750,ivant,11.000
10,14,/w,13.375,abella,12.250,/is,11.688, none,11.312,:,11.188
10,15,/w,12.312,ccione,11.438, undoubtedly,11.375,VERTISEMENT,11.062, NONE,10.938
10,16,VERTISEMENT,12.312,ccione,12.125, NONE,12.062,vier,11.688, undoubtedly,11.688
10,17,ccione,14.562,VERTISEMENT,12.562, unequiv,11.812,:,11.688, undoubtedly,11.375
10,18,ccione,12.375,:,11.250, Answer,11.125,:\n\n,11.000,的答案,10.438
10,19,的答案,14.438,ccione,14.312, Answer,13.062,当之无愧,12.938,ansa,12.875
10,20,ccione,14.062,当之无愧,13.125, undoubtedly,12.688, whichever,12.562,:none,12.188
10,21, whichever,13.562, Yes,13.125, unanimous,13.000,ccione,12.750, undoubtedly,12.688
10,22, Resolver,13.312,バン,12.875, Option,12.750,""",__",12.375, [[',12.312
10,23,:`~,12.625, UICollectionViewCell,12.250, False,12.250, Option,12.250, AssertionError,12.188
10,24, NotImplemented,12.438, Option,12.375, None,12.125, UICollectionViewCell,12.000, whichever,11.875
10,25,:d,13.250, Option,12.250, whichever,11.438,:D,11.375, D,11.250
10,26, whichever,12.312,:d,12.250, neither,12.062, Option,12.062, None,11.688
10,27,:d,12.375,:A,12.000, Ashley,11.625,:D,11.000, neither,10.625
10,28, None,11.812,:d,11.500, neither,10.938,_none,10.875, NONE,10.688
10,29, A,14.562,:A,13.688, None,12.312,:B,12.250, B,11.438
10,30, D,18.750, C,16.250,:C,15.500, A,15.375,:A,13.562
10,31, D,16.500, B,15.812, C,15.812, A,15.188, False,13.688
10,32, D,18.250, C,15.000, False,14.500, A,13.875, B,13.750
10,33, D,18.250, A,17.125, C,15.688, B,14.812, False,11.812
10,34, D,20.500, A,19.250, B,17.875, C,17.750, False,16.500
10,35, D,16.125, A,15.750, B,15.438, C,15.125, False,13.500
10,36, D,45.750, A,44.750, B,43.250, C,43.000, False,36.250
11,0, Дмитр,21.875, Почем,19.875, volume,16.750, Алексан,16.375, volum,16.250
11,1,otope,17.500, Bannon,15.812, Escorts,15.625, Buccane,15.125, Sesso,15.125
11,2, Hentai,18.375, Buccane,18.125,代言人,17.375, clientele,16.750, Sesso,16.750
11,3,代言人,16.375, Buccane,16.000, commissioner,16.000,本场比赛,15.625,.then,15.562
11,4,妊,15.312, lesbische,15.000,htar,14.938,antwort,14.688,本场比赛,14.438
11,5,htar,13.562,omers,12.438,uggestions,12.125,加分,12.000,plement,11.812
11,6,/w,12.562,otope,12.375,htar,10.812, likely,10.750,omers,10.375
11,7,otope,12.062,/w,11.625, somewhere,10.750, NOT,10.562,erc,10.500
11,8,与否,11.938,otope,11.688,/w,11.438, meant,11.250, undoubtedly,10.500
11,9,/w,13.375,abella,12.375,/is,11.938,otope,11.750,与否,11.625
11,10,abella,13.062,/w,12.312,/is,11.625,eração,11.312,:,11.000
11,11,abella,12.875,/w,12.562,:,11.188,/is,11.125,eração,10.750
11,12,/w,13.500,abella,12.062,/is,11.938,:,11.688,_correct,10.562
11,13,/w,13.125,/is,12.625,ellas,12.062,abella,11.938, neither,11.062
11,14,/w,13.188,abella,12.312,/is,11.750, none,11.562,:,11.375
11,15,/w,12.062,ccione,11.438, undoubtedly,10.938,/is,10.688, neither,10.625
11,16,ccione,12.062, NONE,11.750,VERTISEMENT,11.750,:,11.375, undoubtedly,11.062
11,17,ccione,13.625,VERTISEMENT,12.125,:,11.938, unequiv,11.500, neither,11.438
11,18,:,11.562,ccione,11.500, Answer,11.500,:\n\n,11.125,的答案,10.688
11,19,的答案,14.938,ccione,13.875,当之无愧,12.875, Answer,12.875, undoubtedly,12.750
11,20,ccione,13.500,当之无愧,13.062, undoubtedly,12.875,:none,12.625, whichever,12.375
11,21, whichever,13.250, ../../,12.750, NONE,12.500, undoubtedly,12.375, Yes,12.188
11,22, Option,12.688,バン,12.500, [[',12.375,""",__",12.125, ../../,11.938
11,23,:`~,12.688, AssertionError,11.938,:@{,11.875, Neuroscience,11.688, UICollectionViewCell,11.688
11,24, Option,11.938, None,11.500, [[',11.375, UICollectionViewCell,11.312,:,10.750
11,25, D,15.750,:d,14.438,:D,13.938, Option,11.750, Davis,11.375
11,26, D,13.000,:D,12.750,:d,12.688, Option,11.688, whichever,10.688
11,27, D,13.438,:d,12.812,:D,12.312,:A,11.250, Ashley,11.125
11,28, D,12.562,:d,12.250,:D,10.938, None,10.188,:A,10.062
11,29, A,15.812,:A,14.188, D,12.750, B,12.500,:B,12.188
11,30, D,22.875, A,15.625,:D,15.500,:d,14.938,D,14.688
11,31, D,19.750, B,15.688, A,15.062, C,12.750,:B,12.562
11,32, D,22.250,D,14.750,_d,14.312, A,13.250,:d,13.062
11,33, D,21.500, A,16.875, B,13.812,D,13.438, C,12.938
11,34, D,24.000, A,19.500, B,17.000,D,15.188, C,14.438
11,35, D,18.000, A,15.938, B,15.000, C,13.312, False,11.688
11,36, D,49.750, A,47.500, B,45.000, C,42.250, False,35.750
12,0, Дмитр,21.875, Почем,19.875, volume,16.750, Алексан,16.375, volum,16.250
12,1,otope,17.250, Bannon,15.812, Escorts,15.438,nç,15.062, Buccane,15.000
12,2, Hentai,18.000, Buccane,17.750,代言人,16.750, lesbische,16.500, Sesso,16.500
12,3, Buccane,16.125, commissioner,16.125,代言人,15.688,本场比赛,15.500, postseason,15.062
12,4,妊,15.438,htar,14.750, lesbische,14.688,antwort,14.625,本场比赛,14.375
12,5,htar,13.312,omers,12.250,uggestions,11.812,erc,11.812,plement,11.625
12,6,/w,12.188,otope,12.000, likely,11.125,htar,10.625,nt,10.250
12,7,otope,11.938,/w,11.312, somewhere,10.812,erc,10.812, NOT,10.625
12,8,与否,11.750,otope,11.438, meant,11.438,/w,11.188, undoubtedly,10.500
12,9,/w,13.062,abella,11.812,/is,11.812,:,11.562,otope,11.312
12,10,/w,12.438,abella,12.375,eração,11.812,/is,11.562,:,11.000
12,11,/w,12.688,abella,12.625,:,11.188,/is,10.812,eração,10.750
12,12,/w,13.500,/is,12.250,abella,11.000,:,10.625,的答案,10.562
12,13,/w,13.062,/is,12.438, neither,11.250,ellas,10.812,abella,10.688
12,14,/w,13.188,/is,11.875, none,11.625,abella,11.188,:,10.438
12,15,/w,11.938,ccione,10.688,/is,10.688,的答案,10.500, neither,10.188
12,16,ccione,11.125,VERTISEMENT,11.062,/is,10.938,/w,10.938, neither,10.625
12,17,ccione,14.125,/w,11.750, unequiv,11.688,/is,11.375,VERTISEMENT,11.312
12,18,ccione,11.938,的答案,11.188, Answer,10.625, unequiv,10.375,:\n\n,10.188
12,19,的答案,14.438,ccione,14.375,当之无愧,12.312,哪一个,11.562, Answer,11.375
12,20,ccione,12.438,当之无愧,11.625,哪一个,11.562,:none,11.125, NONE,10.875
12,21, NONE,12.625, whichever,12.312,ccione,12.000,バン,11.500, Option,11.438
12,22, Option,13.312, NotImplemented,12.625, Agree,12.000,バン,12.000, Wrapped,11.562
12,23, WebDriver,13.125, ********************************************************************************,12.812, NotImplemented,12.688,玩家朋友,12.625, Ans,12.188
12,24, NotImplemented,13.125, None,12.938, whichever,12.375,GameOver,12.062, Guest,12.062
12,25, whichever,12.375,新人玩家,11.375, Option,11.375, NotImplemented,11.188, None,11.188
12,26, None,13.500, whichever,13.500, neither,12.312, Option,12.125, NONE,11.625
12,27, AABB,11.500, None,11.125, neither,11.062,:A,10.938, whichever,10.812
12,28, None,13.375, NONE,11.500, neither,11.500,哪一个,11.250,\tNone,11.125
12,29, A,15.938, B,14.812,:A,14.000,:B,13.875, None,13.625
12,30, B,17.375, A,16.125, D,15.500, C,15.188,:B,15.062
12,31, B,18.875, A,15.562, C,14.812,:B,14.625, D,13.438
12,32, B,19.000, A,17.625, D,13.750, C,13.688,:B,13.188
12,33, B,20.125, A,19.125, D,14.375, C,14.000,:B,12.375
12,34, B,22.500, A,20.375, D,17.750, C,16.625,:B,11.125
12,35, B,18.750, A,16.500, D,15.375, C,14.750, Z,13.562
12,36, B,47.000, A,45.750, D,45.500, C,43.250, Z,40.250
13,0, Дмитр,21.875, Почем,19.875, volume,16.750, Алексан,16.375, volum,16.250
13,1,otope,17.375, Bannon,15.812, Escorts,15.562,nç,15.062, Buccane,15.062
13,2, Hentai,18.125, Buccane,17.875,代言人,17.125, Sesso,16.875, lesbische,16.625
13,3, Buccane,15.938, commissioner,15.938,代言人,15.812,本场比赛,15.500, lesbische,15.188
13,4,妊,15.625, lesbische,14.812,htar,14.812,antwort,14.750,本场比赛,14.562
13,5,htar,13.125,omers,12.125,uggestions,12.062,erc,11.812,plement,11.812
13,6,/w,12.375,otope,11.812, likely,10.688,htar,10.375,/,10.000
13,7,otope,11.750,/w,11.375, somewhere,10.625, NOT,10.625,erc,10.562
13,8,与否,11.938,otope,11.500, meant,11.250,/w,11.250, undoubtedly,10.625
13,9,/w,13.250,abella,12.125,/is,12.000,与否,11.750,otope,11.375
13,10,abella,13.000,/w,12.312,/is,11.812,eração,11.438,redni,11.000
13,11,abella,12.750,/w,12.312,/is,11.062,:,10.875,eração,10.812
13,12,/w,13.312,abella,11.750,/is,11.750,:,11.312,いません,10.312
13,13,/w,12.875,/is,12.500,ellas,12.000,abella,11.688,ivant,11.000
13,14,/w,13.375,abella,12.125,/is,11.688, none,11.375,:,11.188
13,15,/w,12.375,ccione,11.562,/is,11.062, undoubtedly,10.812,VERTISEMENT,10.625
13,16,ccione,12.438,VERTISEMENT,12.125,/is,11.562, NONE,11.438, neither,11.188
13,17,ccione,14.688,VERTISEMENT,12.750, neither,11.562, unequiv,11.375, undoubtedly,11.250
13,18,ccione,11.938,:,11.000, Answer,10.750,的答案,10.375,:\n\n,10.250
13,19,的答案,14.438,ccione,14.312,ansa,12.875, Answer,12.812, undoubtedly,12.750
13,20,ccione,14.375, undoubtedly,13.062,当之无愧,12.750, whichever,12.438,:none,12.125
13,21, whichever,13.062, undoubtedly,12.938, NONE,12.875,ccione,12.625, indeed,12.375
13,22, Option,12.688, [[',12.562, NONE,12.500, Resolver,12.438,バン,12.312
13,23, NotImplemented,12.062,:`~,12.062, UICollectionViewCell,12.000, Option,12.000, Neuroscience,11.875
13,24, NotImplemented,12.625, Option,12.312, UICollectionViewCell,11.688, None,11.562, [[',11.312
13,25,:d,13.000, Option,11.938, D,11.812,:D,11.750, alphabetical,11.000
13,26,:d,12.000, Option,11.812,:D,11.312, neither,11.250, None,11.188
13,27,:d,12.000,:A,11.938, Ashley,11.500,:D,11.250, D,11.125
13,28, None,11.562,:d,11.062,_none,10.875,:A,10.562, D,10.562
13,29, A,15.875,:A,14.188, None,12.438, B,11.875,:B,11.688
13,30, D,19.875, A,16.500, C,14.938,:A,14.062, B,13.812
13,31, D,17.500, A,15.938, B,15.812, C,14.438,:B,12.688
13,32, D,19.375, A,16.125, C,13.938, B,13.500,D,12.875
13,33, A,20.125, D,19.625, B,15.062, C,14.688,:A,12.625
13,34, D,22.500, A,21.625, B,18.750, C,16.750, False,15.062
13,35, D,17.000, A,16.375, B,15.688, C,14.375, False,12.250
13,36, D,49.250, A,48.250, B,46.500, C,44.500, False,37.000
14,0, Дмитр,21.875, Почем,19.875, volume,16.750, Алексан,16.375, volum,16.250
14,1,otope,17.250, Bannon,15.875, Escorts,15.438, Buccane,15.000,htar,15.000
14,2, Hentai,18.125, Buccane,17.625,代言人,17.000, Sesso,16.625, clientele,16.375
14,3, commissioner,16.125, Buccane,15.875,代言人,15.750,本场比赛,15.375, postseason,15.188
14,4,妊,15.438,antwort,14.812,htar,14.750, lesbische,14.625,ijken,14.312
14,5,htar,13.062,加分,12.000,omers,12.000,erc,11.812,plement,11.750
14,6,/w,12.188,otope,12.062, likely,10.875,htar,10.500,/,10.250
14,7,otope,12.062,/w,11.562, somewhere,10.750, meant,10.688, NOT,10.625
14,8,otope,11.562,与否,11.562, meant,11.438,/w,11.438, undoubtedly,10.375
14,9,/w,13.125,/is,12.000,abella,11.875,:,11.312,otope,11.250
14,10,abella,12.500,/w,11.750,eração,11.688,/is,11.688,:,10.875
14,11,abella,12.688,/w,11.875,:,11.125,eração,10.812,/is,10.750
14,12,/w,13.000,/is,11.938,abella,11.188,:,11.000, Answer,10.250
14,13,/w,12.500,/is,12.250, neither,11.312,abella,10.812, Answer,10.562
14,14,/w,12.562,/is,11.562, none,11.188,:,11.000,abella,10.938
14,15,/w,11.625,/is,10.500, jedoch,10.250, undoubtedly,10.250,:,10.250
14,16,ccione,10.938,/is,10.688,VERTISEMENT,10.625,/w,10.562,:,10.438
14,17,ccione,12.750,/w,12.062,VERTISEMENT,11.375, unequiv,11.188,:,11.062
14,18, Answer,10.750,的答案,10.625,:\n\n,10.562,:,10.250,ccione,10.188
14,19,的答案,13.875,ccione,12.625,当之无愧,12.438,哪一个,12.438,无疑是,11.938
14,20, whichever,11.938,哪一个,11.688,ccione,11.312,当之无愧,11.250,:none,11.062
14,21, whichever,13.312,当之无愧,11.688, NONE,11.500, ../../,11.188,哪一个,10.938
14,22, Option,12.188, Resolver,11.375, Semi,11.125,_IOC,11.000, whichever,11.000
14,23,:`~,12.750, Option,12.000, None,11.938,玩家朋友,11.750, WebDriver,11.750
14,24, None,14.125, Option,12.000,当之无愧,11.688, whichever,11.562, Neither,10.875
14,25, None,11.938, whichever,11.312, Option,10.875,新人玩家,10.438, neither,10.250
14,26, None,14.625, whichever,13.562, neither,13.250, NONE,12.625, none,12.000
14,27, neither,11.875, None,11.812, whichever,11.562, NONE,11.438, B,11.000
14,28, None,14.375, neither,13.188, NONE,12.562,\tNone,11.938,_none,11.688
14,29, B,16.875, None,14.625, A,14.562, C,12.750,:B,11.875
14,30, B,18.625, C,18.375, D,16.625, A,13.812,:C,13.688
14,31, B,20.125, C,17.250, D,14.625, A,13.312,:B,13.062
14,32, B,20.875, C,16.375, D,16.000,_B,12.938,:B,12.375
14,33, B,22.500, C,17.250, D,17.000,_B,12.875,:B,12.375
14,34, B,23.250, D,19.375, C,18.500, A,14.438,B,11.938
14,35, B,18.500, C,16.750, D,16.250, Z,13.688, A,13.375
14,36, B,43.500, D,42.750, C,42.000, A,38.750, Z,36.750
15,0, Дмитр,21.875, Почем,19.875, volume,16.750, Алексан,16.375, volum,16.250
15,1,otope,17.375, Bannon,15.812, Escorts,15.562,nç,15.125,htar,15.062
15,2, Hentai,18.375, Buccane,18.250,代言人,17.125, clientele,16.625, Sesso,16.625
15,3, Buccane,16.375, commissioner,16.000,代言人,15.938,本场比赛,15.625,.then,15.375
15,4,妊,15.375,htar,14.812,antwort,14.750, lesbische,14.688,ijken,14.500
15,5,htar,13.375,加分,12.312,omers,12.062,assign,11.625,erc,11.500
15,6,/w,12.125,otope,11.875, likely,11.125,htar,10.500,/,10.125
15,7,otope,11.625,/w,11.188, NOT,10.688, somewhere,10.625, meant,10.438
15,8,与否,11.500,otope,11.375, meant,11.375,/w,11.125, undoubtedly,10.750
15,9,/w,12.812,/is,11.625,abella,11.562,:,11.500,otope,11.125
15,10,abella,12.438,/w,11.625,/is,11.438,:,11.000,eração,10.938
15,11,abella,12.500,/w,11.750,:,11.500,/un,10.562,/is,10.438
15,12,/w,12.938,:,11.562,/is,11.375,abella,11.312, Answer,10.625
15,13,/w,12.188,/is,11.812, neither,11.312,:,11.250,abella,11.000
15,14,:,12.125,/w,12.062,/is,11.375, none,11.062,abella,11.000
15,15,:,11.062,/w,10.750, Answer,10.562,ccione,10.562,:\n\n,10.438
15,16,vier,11.375,:,11.188,ccione,11.125,正确的,11.062,VERTISEMENT,11.062
15,17,ccione,12.125,:,11.438,VERTISEMENT,11.312,:\n\n,11.312, unequiv,11.125
15,18,的答案,11.875,:\n\n,11.312, Answer,11.250,:,11.062,ccione,10.875
15,19,的答案,16.000,当之无愧,13.688,ccione,12.750,哪一个,12.250, Answer,12.188
15,20, whichever,13.125,当之无愧,12.688,哪一个,12.625, NONE,12.625,:none,12.312
15,21, whichever,13.812,当之无愧,12.812, Option,12.375, NONE,12.125,_correct,12.125
15,22, Option,14.375, [[',12.875,""",__",12.750,_correct,12.438, NotImplemented,12.000
15,23, Option,13.750, [[',13.188, Explanation,12.875,:`~,12.750, AssertionError,12.438
15,24, None,14.188, Option,13.750, [[',13.688, Neither,12.812, whichever,12.438
15,25, Option,12.562, whichever,12.062, None,12.000, Neither,11.750, neither,11.438
15,26, neither,14.375, None,14.000, whichever,13.250, NONE,12.750, Option,12.625
15,27, neither,13.750, None,11.750, NONE,11.625, Neither,11.562,:C,11.250
15,28, neither,16.000, None,14.188, Neither,13.500,_none,12.875,\tNone,12.750
15,29, B,16.375, A,15.188,:B,14.812, None,14.688,:A,14.062
15,30, C,21.750,:C,19.750, B,18.750,:B,16.375, A,15.062
15,31, C,21.125, B,20.875,:C,17.625,:B,16.250, both,16.250
15,32, B,19.625, C,19.250, both,16.125, neither,14.875,:B,14.562
15,33, B,21.375, C,20.750, A,15.062, both,13.938, D,13.750
15,34, B,23.500, C,23.375, A,17.750, D,17.000,C,14.000
15,35, C,18.375, B,17.750, A,14.875, D,13.938, Sym,11.625
15,36, C,41.250, B,40.750, A,38.250, D,37.500,游戏副本,31.750
16,0, Дмитр,21.875, Почем,19.875, volume,16.750, Алексан,16.375, volum,16.250
16,1,otope,17.375, Bannon,15.812, Escorts,15.562,nç,15.000, Buccane,15.000
16,2, Buccane,18.000, Hentai,17.875,代言人,16.875, Sesso,16.625, clientele,16.375
16,3, Buccane,15.938, commissioner,15.875,代言人,15.812,.then,15.312,本场比赛,15.250
16,4,妊,15.312, lesbische,14.562,本场比赛,14.438,htar,14.375,antwort,14.375
16,5,htar,13.062,omers,12.312,加分,12.000,assign,11.562,erc,11.438
16,6,/w,12.188,otope,12.062, likely,10.938,htar,10.375,omers,10.250
16,7,otope,11.875,/w,11.312, somewhere,10.688, NOT,10.625,erc,10.438
16,8,与否,11.688,otope,11.438, meant,11.188,/w,11.188, undoubtedly,10.438
16,9,/w,12.875,abella,12.000,/is,11.688,:,11.438,otope,11.312
16,10,abella,12.562,/w,11.500,eração,11.312,/is,11.125,:,11.000
16,11,abella,12.500,/w,11.812,:,11.250,eração,10.438,/is,10.438
16,12,/w,12.938,/is,11.812,:,11.375,abella,11.250,_correct,9.938
16,13,/w,12.125,/is,11.875,ellas,11.750, neither,11.438,abella,10.812
16,14,/w,12.000, none,11.688,/is,11.500,:,11.125,abella,11.062
16,15,/w,11.000,/is,10.688,ccione,10.500, jedoch,10.312, neither,10.188
16,16,/is,11.312,ccione,11.062,abella,11.000,VERTISEMENT,10.625,もちろ,10.500
16,17,ccione,12.125,VERTISEMENT,11.312,/is,11.188,/w,11.125, unequiv,10.688
16,18,的答案,12.000, Answer,11.188,:\n\n,10.500,哪一个,10.438,:\n,10.312
16,19,的答案,15.875,ccione,13.438,当之无愧,12.875,哪一个,12.750,无疑是,12.188
16,20,ccione,12.375,哪一个,12.250,的答案,12.125,:none,11.312, NONE,11.188
16,21,/password,11.375,バン,11.312,当之无愧,11.312, whichever,11.062, NONE,11.062
16,22, Option,11.938, ********************************************************************************,11.500, [[',11.500,""",__",11.375, NotImplemented,11.250
16,23, ********************************************************************************,12.562, '../../../../,12.062,:`~,11.938, Answer,11.562, Incorrect,11.438
16,24, None,13.875, NotImplemented,12.125, Neither,11.188,新人玩家,10.938, whichever,10.875
16,25, B,14.938,Ｂ,13.125,:B,13.062, Brian,11.750, whichever,11.688
16,26, whichever,13.062, None,12.938,:B,12.188, neither,11.938,Ｂ,11.688
16,27, B,13.438,BBBB,13.125,:B,13.062,Ｂ,12.625,:b,12.625
16,28, B,13.750, None,13.000,:b,12.750, neither,12.625,:B,11.812
16,29, B,19.250,:B,15.562,Ｂ,14.812,_B,14.125, None,14.000
16,30, B,22.375, C,17.500,:B,16.750,_B,15.188,Ｂ,14.812
16,31, B,22.875, C,16.500,:B,15.875,_B,15.438,Ｂ,14.750
16,32, B,26.250,_B,17.500,:B,16.875,B,16.625, C,15.812
16,33, B,26.500,_B,15.938, C,15.812,B,15.562,:B,15.062
16,34, B,28.375, C,18.250,B,16.625,_B,14.625, A,14.438
16,35, B,20.875, C,16.000, A,13.625, D,12.938,B,11.625
16,36, B,47.250, C,43.500, D,40.250, A,40.250, the,35.250
17,0, Дмитр,21.875, Почем,19.875, volume,16.750, Алексан,16.375, volum,16.250
17,1,otope,17.375, Bannon,15.812, Escorts,15.625,nç,15.125, Buccane,15.062
17,2, Hentai,18.250, Buccane,18.125,代言人,17.000, Sesso,16.875, lesbische,16.750
17,3, Buccane,16.375, commissioner,16.000,代言人,15.938,本场比赛,15.562,.then,15.312
17,4,妊,15.438,htar,15.000, lesbische,14.875,antwort,14.875,本场比赛,14.375
17,5,htar,13.438,omers,12.250,uggestions,11.938,加分,11.812,plement,11.562
17,6,/w,12.125,otope,12.125, likely,11.062,htar,10.438,/,10.125
17,7,otope,11.938,/w,11.125, somewhere,10.812, NOT,10.750, meant,10.562
17,8,与否,11.938,otope,11.625, meant,11.500,/w,11.000, undoubtedly,10.875
17,9,/w,13.000,abella,11.938,/is,11.750,:,11.562,otope,11.438
17,10,abella,12.812,/w,11.750,eração,11.312,/is,11.312,:,11.312
17,11,abella,12.688,/w,11.750,:,11.562,/un,10.938,eração,10.438
17,12,/w,12.938,:,11.562,/is,11.438,abella,11.250,正确的,10.188
17,13,/w,12.375,ellas,12.250,/is,12.062, neither,11.750,abella,11.000
17,14,/w,12.250, none,11.938,ellas,11.750,/is,11.500,:,11.438
17,15,/w,11.312,ccione,11.312,/is,10.938,这几个,10.812,:,10.562
17,16,ccione,11.562,/is,11.375, NONE,11.125, Ans,10.875,:,10.812
17,17,ccione,13.188, unequiv,11.688,/is,11.625,/w,11.250,:\n\n,11.250
17,18,的答案,11.500,:\n\n,11.312,ccione,11.250, Answer,11.188,:,10.750
17,19,的答案,15.438,ccione,13.562,当之无愧,13.250,哪一个,12.875, incremented,11.812
17,20,ccione,12.875, Option,12.438,哪一个,12.312, whichever,12.250, NONE,11.812
17,21,当之无愧,12.938, whichever,12.812, Option,12.438, [[',11.688, UICollectionViewCell,11.562
17,22, Option,13.188, [[',12.438, Workspace,12.062, Semi,12.000,バン,11.875
17,23, Explanation,13.125,玩家朋友,13.062,新人玩家,12.500, MAS,12.312, WebDriver,12.188
17,24, [[',12.688, None,12.438,新人玩家,11.938, Option,11.938,玩家朋友,11.875
17,25, B,16.875,:B,15.438,Ｂ,14.938,_B,13.312,ʙ,13.062
17,26,:B,14.188, whichever,14.125,Ｂ,13.875, Option,13.625, B,12.938
17,27, B,14.625,:B,14.500,Ｂ,14.062,:b,12.812,𝐵,12.062
17,28, B,15.062,:B,13.312,:b,12.500, None,12.312, Bing,12.250
17,29, B,20.875,:B,17.125,Ｂ,16.125,_B,15.312, A,15.312
17,30, B,23.875,:B,18.625,_B,16.375, C,16.125,Ｂ,16.000
17,31, B,24.500,:B,17.875,_B,16.250,Ｂ,15.562, C,15.188
17,32, B,28.625,:B,19.500,_B,18.875,B,18.125,Ｂ,16.625
17,33, B,28.125,:B,17.125,_B,16.625,B,16.625,Ｂ,14.688
17,34, B,30.500,B,17.875, A,16.625,:B,16.250,_B,15.625
17,35, B,22.500, A,15.062, C,14.250, D,13.750,B,12.625
17,36, B,53.750, A,47.250, D,46.250, C,45.500, the,38.500
18,0, Дмитр,21.875, Почем,19.875, volume,16.750, Алексан,16.375, volum,16.250
18,1,otope,17.375, Bannon,15.875, Escorts,15.625, Buccane,15.125, Sesso,15.062
18,2, Hentai,18.000, Buccane,17.875,代言人,17.125, lesbische,16.625, Sesso,16.625
18,3,代言人,16.000, Buccane,15.938, commissioner,15.938,本场比赛,15.562,.then,15.188
